full_text,filtered,cleaned,tokenize,normalisasi
@Boediantar4 @Abe_Mukti Kolaborasi Revolusi Mental dan Kurikulum Merdeka menghasilkan Generasi Muda Bangsa yg seperti ini .... ,kolaborasi revolusi mental dan kurikulum merdeka menghasilkan generasi muda bangsa yg seperti ini,kolaborasi revolusi mental kurikulum merdeka hasil generasi muda bangsa seperti,"['kolaborasi', 'revolusi', 'mental', 'kurikulum', 'merdeka', 'hasil', 'generasi', 'muda', 'bangsa', 'seperti']","['kolaborasi', 'revolusi', 'mental', 'kurikulum', 'merdeka', 'hasil', 'generasi', 'muda', 'bangsa', 'seperti']"
@AgungNugro70049 @abu_waras Kurikulum MERDEKA mungkin bagian dari strategi bro ,kurikulum merdeka mungkin bagian dari strategi bro,kurikulum merdeka mungkin bagi strategi bro,"['kurikulum', 'merdeka', 'mungkin', 'bagi', 'strategi', 'bro']","['kurikulum', 'merdeka', 'mungkin', 'bagi', 'strategi', 'bro']"
@asriprabasari penerapannya ntar gak tau gmn mungkin bertahap. Memang sdh pasti ada beban tenaga pengajar jg. Atau ada pilot project dulu. OOT termasuk kurikulum merdeka yg byk dihujat pdhl anakku bisa enjoy dg kurikulum ini krn lebih ditantang utk menyelesaikan paper &amp; project.,penerapannya ntar gak tau gmn mungkin bertahap memang sdh pasti ada beban tenaga pengajar jg atau ada pilot project dulu oot termasuk kurikulum merdeka yg byk dihujat pdhl anakku bisa enjoy dg kurikulum ini krn lebih ditantang utk menyelesaikan paper amp project,terap ntar gak tau gmn mungkin tahap sdh pasti ada beban tenaga ajar jg atau ada pilot project dulu oot masuk kurikulum merdeka byk hujat pdhl anak bisa enjoy kurikulum krn lebih tantang utk selesai paper project,"['terap', 'ntar', 'gak', 'tau', 'gmn', 'mungkin', 'tahap', 'sdh', 'pasti', 'ada', 'beban', 'tenaga', 'ajar', 'jg', 'atau', 'ada', 'pilot', 'project', 'dulu', 'oot', 'masuk', 'kurikulum', 'merdeka', 'byk', 'hujat', 'pdhl', 'anak', 'bisa', 'enjoy', 'kurikulum', 'krn', 'lebih', 'tantang', 'utk', 'selesai', 'paper', 'project']","['terap', 'nanti', 'tidak', 'tau', 'bagaimana', 'mungkin', 'tahap', 'sdh', 'pasti', 'ada', 'beban', 'tenaga', 'ajar', 'juga', 'atau', 'ada', 'pilot', 'proyek', 'dulu', 'oot', 'masuk', 'kurikulum', 'merdeka', 'banyak', 'hujat', 'padahal', 'anak', 'bisa', 'nikmat', 'kurikulum', 'karena', 'lebih', 'tantang', 'untuk', 'selesai', 'paper', 'proyek']"
@qorinuriai Usulannya bagus tapi sama kayak kurikulum merdeka kalo di Indo kayaknya masih kejauhan mau mulai implement itu di usia SD-SMP. Bagusnya logic nya aja dikuatin dulu atau critical thinking nya banyak konten yang liatin anak SMA ada yang perkalian aja gak bisa kan?,usulannya bagus tapi sama kayak kurikulum merdeka kalo di indo kayaknya masih kejauhan mau mulai implement itu di usia sd smp bagusnya logic nya aja dikuatin dulu atau critical thinking nya banyak konten yang liatin anak sma ada yang perkalian aja gak bisa kan,usul bagus tapi sama kayak kurikulum merdeka kalo indo kayak masih jauh mulai implement itu usia sd smp bagus logic dikuatin dulu atau critical thinking banyak konten liatin anak sma ada kali aja gak bisa,"['usul', 'bagus', 'tapi', 'sama', 'kayak', 'kurikulum', 'merdeka', 'kalo', 'indo', 'kayak', 'masih', 'jauh', 'mulai', 'implement', 'itu', 'usia', 'sd', 'smp', 'bagus', 'logic', 'dikuatin', 'dulu', 'atau', 'critical', 'thinking', 'banyak', 'konten', 'liatin', 'anak', 'sma', 'ada', 'kali', 'aja', 'gak', 'bisa']","['usul', 'bagus', 'tapi', 'sama', 'seperti', 'kurikulum', 'merdeka', 'kalau', 'indonesia', 'seperti', 'masih', 'jauh', 'mulai', 'implement', 'itu', 'usia', 'sd', 'smp', 'bagus', 'logic', 'dikuatin', 'dulu', 'atau', 'critical', 'pikir', 'banyak', 'konten', 'liatin', 'anak', 'sma', 'ada', 'kali', 'saja', 'tidak', 'bisa']"
@tempodotco Yee kocak benerin dulu jgn asal nambah nambah aja. Di kurikulum merdeka ini masih banyak anak yg belum bisa calistung malah di tambah in beginian,yee kocak benerin dulu jgn asal nambah nambah aja di kurikulum merdeka ini masih banyak anak yg belum bisa calistung malah di tambah in beginian,yee kocak benerin dulu jgn asal nambah nambah kurikulum merdeka masih banyak anak belum bisa calistung malah di tambah in begini,"['yee', 'kocak', 'benerin', 'dulu', 'jgn', 'asal', 'nambah', 'nambah', 'kurikulum', 'merdeka', 'masih', 'banyak', 'anak', 'belum', 'bisa', 'calistung', 'malah', 'di', 'tambah', 'in', 'begini']","['yee', 'kocak', 'benerin', 'dulu', 'jangan', 'asal', 'nambah', 'nambah', 'kurikulum', 'merdeka', 'masih', 'banyak', 'anak', 'belum', 'bisa', 'calistung', 'malah', 'di', 'tambah', 'di', 'begini']"
@lazyeastern12 @lantip Ini pelajaran informatika anak SMP sekarang kelas 8 di kurikulum merdeka,ini pelajaran informatika anak smp sekarang kelas di kurikulum merdeka,ajar informatika anak smp sekarang kelas kurikulum merdeka,"['ajar', 'informatika', 'anak', 'smp', 'sekarang', 'kelas', 'kurikulum', 'merdeka']","['ajar', 'informatika', 'anak', 'smp', 'sekarang', 'kelas', 'kurikulum', 'merdeka']"
@tempodotco Pengetahuan umum membaca berhitung saja anak2 sekarang tidak fasih karena kurikulum merdeka. Ini mau ditambah coding yang dimana basic nya adalah penalaran,pengetahuan umum membaca berhitung saja anak sekarang tidak fasih karena kurikulum merdeka ini mau ditambah coding yang dimana basic nya adalah penalaran,tahu umum baca hitung anak sekarang tidak fasih kurikulum merdeka mau tambah coding mana basic adalah nalar,"['tahu', 'umum', 'baca', 'hitung', 'anak', 'sekarang', 'tidak', 'fasih', 'kurikulum', 'merdeka', 'mau', 'tambah', 'coding', 'mana', 'basic', 'adalah', 'nalar']","['tahu', 'umum', 'baca', 'hitung', 'anak', 'sekarang', 'tidak', 'fasih', 'kurikulum', 'merdeka', 'mau', 'tambah', 'coding', 'mana', 'basic', 'adalah', 'nalar']"
@gadisssmelayu ribet bngt yaa kurikulum merdeka,ribet bngt yaa kurikulum merdeka,ribet yaa kurikulum merdeka,"['ribet', 'yaa', 'kurikulum', 'merdeka']","['ribet', 'yaa', 'kurikulum', 'merdeka']"
@PelatihT1dur Awal pemerintahan Jokowi ke 2 mendengar kata mas menteri pendidikan terasa aneh dan seperti guyonan dg hasil kurikulum merdeka yg banyak dikritik. Saat ini lebih lagi mas Wapres.. Saya yakin kinerjanya akan sama bahkan lebih buruk.,awal pemerintahan jokowi ke mendengar kata mas menteri pendidikan terasa aneh dan seperti guyonan dg hasil kurikulum merdeka yg banyak dikritik saat ini lebih lagi mas wapres saya yakin kinerjanya akan sama bahkan lebih buruk,awal perintah jokowi dengar kata mas menteri didik asa aneh seperti guyon hasil kurikulum merdeka banyak kritik saat lebih mas wapres saya yakin kerja akan sama bahkan lebih buruk,"['awal', 'perintah', 'jokowi', 'dengar', 'kata', 'mas', 'menteri', 'didik', 'asa', 'aneh', 'seperti', 'guyon', 'hasil', 'kurikulum', 'merdeka', 'banyak', 'kritik', 'saat', 'lebih', 'mas', 'wapres', 'saya', 'yakin', 'kerja', 'akan', 'sama', 'bahkan', 'lebih', 'buruk']","['awal', 'perintah', 'jokowi', 'dengar', 'kata', 'kakak', 'menteri', 'didik', 'asa', 'aneh', 'seperti', 'guyon', 'hasil', 'kurikulum', 'merdeka', 'banyak', 'kritik', 'saat', 'lebih', 'kakak', 'wapres', 'aku', 'yakin', 'kerja', 'akan', 'sama', 'bahkan', 'lebih', 'buruk']"
Kurikulum merdeka:,kurikulum merdeka,kurikulum merdeka,"['kurikulum', 'merdeka']","['kurikulum', 'merdeka']"
@VIVAcoid Seharusnya Kurikulum Merdeka diganti dengan Kurikulum Fufufafa Dengan Kurikulum Fufufafa Bakat² Terpendam Murid Bisa Berkembang Secara Bebas Kebebasan Berekpresi yang Tak Terbatas,seharusnya kurikulum merdeka diganti dengan kurikulum fufufafa dengan kurikulum fufufafa bakat terpendam murid bisa berkembang secara bebas kebebasan berekpresi yang tak terbatas,harus kurikulum merdeka ganti dengan kurikulum fufufafa dengan kurikulum fufufafa bakat pendam murid bisa kembang cara bebas bebas berekpresi tak batas,"['harus', 'kurikulum', 'merdeka', 'ganti', 'dengan', 'kurikulum', 'fufufafa', 'dengan', 'kurikulum', 'fufufafa', 'bakat', 'pendam', 'murid', 'bisa', 'kembang', 'cara', 'bebas', 'bebas', 'berekpresi', 'tak', 'batas']","['harus', 'kurikulum', 'merdeka', 'ganti', 'dengan', 'kurikulum', 'fufufafa', 'dengan', 'kurikulum', 'fufufafa', 'bakat', 'pendam', 'siswa', 'bisa', 'kembang', 'cara', 'bebas', 'bebas', 'berekpresi', 'tidak', 'batas']"
@tempodotco Hitungan kwadrat aj banyak yg tidak bisa kelas 6 SD membaca belum lancar efek dari zonasi dan kurikulum merdeka..perbaiki dulu arah pendidikan anak biar tidak hanya cerdas tetapi juga berakhlak baik.takutnya besok jadi pejabat tak punya akhlak tak punya adab.,hitungan kwadrat aj banyak yg tidak bisa kelas sd membaca belum lancar efek dari zonasi dan kurikulum merdeka perbaiki dulu arah pendidikan anak biar tidak hanya cerdas tetapi juga berakhlak baik takutnya besok jadi pejabat tak punya akhlak tak punya adab,hitung kwadrat aj banyak tidak bisa kelas sd baca belum lancar efek zonasi kurikulum merdeka baik dulu arah didik anak tidak hanya cerdas tetapi akhlak baik takut besok jadi jabat tak punya akhlak tak punya adab,"['hitung', 'kwadrat', 'aj', 'banyak', 'tidak', 'bisa', 'kelas', 'sd', 'baca', 'belum', 'lancar', 'efek', 'zonasi', 'kurikulum', 'merdeka', 'baik', 'dulu', 'arah', 'didik', 'anak', 'tidak', 'hanya', 'cerdas', 'tetapi', 'akhlak', 'baik', 'takut', 'besok', 'jadi', 'jabat', 'tak', 'punya', 'akhlak', 'tak', 'punya', 'adab']","['hitung', 'kwadrat', 'saja', 'banyak', 'tidak', 'bisa', 'kelas', 'sd', 'baca', 'belum', 'lancar', 'efek', 'zonasi', 'kurikulum', 'merdeka', 'baik', 'dulu', 'arah', 'didik', 'anak', 'tidak', 'hanya', 'cerdas', 'tetapi', 'akhlak', 'baik', 'takut', 'besok', 'jadi', 'jabat', 'tidak', 'punya', 'akhlak', 'tidak', 'punya', 'adab']"
Gelar Karya SMAN 1 Ciamis Implementasi Profil Pelajar Pancasila dalam Kurikulum Merdeka https://t.co/YWx8QtdMxU,gelar karya sman ciamis implementasi profil pelajar pancasila dalam kurikulum merdeka,gelar karya sman ciamis implementasi profil ajar pancasila dalam kurikulum merdeka,"['gelar', 'karya', 'sman', 'ciamis', 'implementasi', 'profil', 'ajar', 'pancasila', 'dalam', 'kurikulum', 'merdeka']","['gelar', 'karya', 'sman', 'ciamis', 'implementasi', 'profil', 'ajar', 'pancasila', 'dalam', 'kurikulum', 'merdeka']"
@Boediantar4 @Abe_Mukti Siswa semakin tak beradab karena kurikulum merdeka. Semua pelajaran harus online PR sekolah diberikan online siswa tinggal isi by google. Diktat tebal guru asik lihat tiktok di HP bahkan ikutan main tiktok depan siswa. Kembalikan seperti di Era Soeharto.,siswa semakin tak beradab karena kurikulum merdeka semua pelajaran harus online pr sekolah diberikan online siswa tinggal isi by google diktat tebal guru asik lihat tiktok di hp bahkan ikutan main tiktok depan siswa kembalikan seperti di era soeharto,siswa makin tak adab kurikulum merdeka semua ajar harus online pr sekolah beri online siswa tinggal isi by google diktat tebal guru asik lihat tiktok hp bahkan ikut main tiktok depan siswa kembali seperti era soeharto,"['siswa', 'makin', 'tak', 'adab', 'kurikulum', 'merdeka', 'semua', 'ajar', 'harus', 'online', 'pr', 'sekolah', 'beri', 'online', 'siswa', 'tinggal', 'isi', 'by', 'google', 'diktat', 'tebal', 'guru', 'asik', 'lihat', 'tiktok', 'hp', 'bahkan', 'ikut', 'main', 'tiktok', 'depan', 'siswa', 'kembali', 'seperti', 'era', 'soeharto']","['siswa', 'makin', 'tidak', 'adab', 'kurikulum', 'merdeka', 'semua', 'ajar', 'harus', 'daring', 'tugas', 'sekolah', 'beri', 'daring', 'siswa', 'tinggal', 'isi', 'dari', 'google', 'diktat', 'tebal', 'guru', 'asyik', 'lihat', 'tiktok', 'hp', 'bahkan', 'ikut', 'main', 'tiktok', 'depan', 'siswa', 'kembali', 'seperti', 'era', 'soeharto']"
Program Tahunan (Prota) PAI dan Budi Pekerti Kelas 11 SMA Fase F Kurikulum Merdeka #protakelas11 #protapaidanbudipekerti #programtahunan #protakurikulummerdeka https://t.co/FAR0h5AQDG,program tahunan prota pai dan budi pekerti kelas sma fase f kurikulum merdeka,program tahun prota pai budi pekerti kelas sma fase f kurikulum merdeka,"['program', 'tahun', 'prota', 'pai', 'budi', 'pekerti', 'kelas', 'sma', 'fase', 'f', 'kurikulum', 'merdeka']","['program', 'tahun', 'prota', 'pai', 'budi', 'pekerti', 'kelas', 'sma', 'fase', 'f', 'kurikulum', 'merdeka']"
@04_zainal Apakah ini juga akibat kurikulum merdeka belajar? ,apakah ini juga akibat kurikulum merdeka belajar,apakah juga akibat kurikulum merdeka ajar,"['apakah', 'juga', 'akibat', 'kurikulum', 'merdeka', 'ajar']","['apakah', 'juga', 'akibat', 'kurikulum', 'merdeka', 'ajar']"
@HaidarMTW GK SUKA BGT SAMA ZONASI EUUWW... Gk banget deh pokoknya. Jadi ada ketimpangan di kelas ada yang bego bgt ada yg pinter bgt. Bahkan grgr zonasi dan kurikulum merdeka banyak bgt anak SMA yg gak paham pecahan (ini kan materi SD). Jadi kasian sama teman-teman di kelas lainnya.,gk suka bgt sama zonasi euuww gk banget deh pokoknya jadi ada ketimpangan di kelas ada yang bego bgt ada yg pinter bgt bahkan grgr zonasi dan kurikulum merdeka banyak bgt anak sma yg gak paham pecahan ini kan materi sd jadi kasian sama teman teman di kelas lainnya,gk suka bgt sama zonasi euuww gk deh pokok jadi ada timpang kelas ada bego bgt ada pinter bgt bahkan grgr zonasi kurikulum merdeka banyak bgt anak sma gak paham pecah kan materi sd jadi kasi sama teman teman kelas lain,"['gk', 'suka', 'bgt', 'sama', 'zonasi', 'euuww', 'gk', 'deh', 'pokok', 'jadi', 'ada', 'timpang', 'kelas', 'ada', 'bego', 'bgt', 'ada', 'pinter', 'bgt', 'bahkan', 'grgr', 'zonasi', 'kurikulum', 'merdeka', 'banyak', 'bgt', 'anak', 'sma', 'gak', 'paham', 'pecah', 'kan', 'materi', 'sd', 'jadi', 'kasi', 'sama', 'teman', 'teman', 'kelas', 'lain']","['tidak', 'suka', 'sekali', 'sama', 'zonasi', 'euuww', 'tidak', 'deh', 'pokok', 'jadi', 'ada', 'timpang', 'kelas', 'ada', 'bodoh', 'sekali', 'ada', 'pintar', 'sekali', 'bahkan', 'gara', 'zonasi', 'kurikulum', 'merdeka', 'banyak', 'sekali', 'anak', 'sma', 'tidak', 'paham', 'pecah', 'kan', 'materi', 'sd', 'jadi', 'kasih', 'sama', 'teman', 'teman', 'kelas', 'lain']"
Setelah membaca buku Montesorri saya sedikit paham dengan sudut pandang kurikulum merdeka tapi tetap saja kurmer eksekusinya di lapangan salah kaprah ,setelah membaca buku montesorri saya sedikit paham dengan sudut pandang kurikulum merdeka tapi tetap saja kurmer eksekusinya di lapangan salah kaprah,telah baca buku montesorri saya sedikit paham dengan sudut pandang kurikulum merdeka tapi tetap kurmer eksekusi lapang salah kaprah,"['telah', 'baca', 'buku', 'montesorri', 'saya', 'sedikit', 'paham', 'dengan', 'sudut', 'pandang', 'kurikulum', 'merdeka', 'tapi', 'tetap', 'kurmer', 'eksekusi', 'lapang', 'salah', 'kaprah']","['telah', 'baca', 'buku', 'montesorri', 'aku', 'sedikit', 'paham', 'dengan', 'sudut', 'pandang', 'kurikulum', 'merdeka', 'tapi', 'tetap', 'kurmer', 'eksekusi', 'lapang', 'salah', 'kaprah']"
@el_avraham Gaya kurikulum merdeka dipake lagi anjing lah,gaya kurikulum merdeka dipake lagi anjing lah,gaya kurikulum merdeka dipake anjing,"['gaya', 'kurikulum', 'merdeka', 'dipake', 'anjing']","['gaya', 'kurikulum', 'merdeka', 'dipake', 'anjing']"
@ammikku @opposite6892 Dijaman Kurikulum merdeka skrg sekolah tak bisa macam2 nanti malah mereka yang dapat bengkaknya,dijaman kurikulum merdeka skrg sekolah tak bisa macam nanti malah mereka yang dapat bengkaknya,jam kurikulum merdeka skrg sekolah tak bisa macam nanti malah mereka dapat bengkak,"['jam', 'kurikulum', 'merdeka', 'skrg', 'sekolah', 'tak', 'bisa', 'macam', 'nanti', 'malah', 'mereka', 'dapat', 'bengkak']","['jam', 'kurikulum', 'merdeka', 'sekarang', 'sekolah', 'tidak', 'bisa', 'macam', 'nanti', 'malah', 'mereka', 'dapat', 'bengkak']"
malem guys!! buat kalian anak pendidikan yang mau joki modul ajar kurikulum merdeka / k13 RPP lengkap asesmen pembelajaran bahan ajar media ajar berdiferensiasi tpack pendekatan crt atau tarl lkpd inovatif joki LMS PPG Prajabatan. testi 800+ WA nomor dibio fastresp! #zonauang,malem guys buat kalian anak pendidikan yang mau joki modul ajar kurikulum merdeka k rpp lengkap asesmen pembelajaran bahan ajar media ajar berdiferensiasi tpack pendekatan crt atau tarl lkpd inovatif joki lms ppg prajabatan testi wa nomor dibio fastresp,malem buat kalian anak didik mau joki modul ajar kurikulum merdeka rpp lengkap asesmen ajar bahan ajar media ajar diferensiasi tpack dekat crt atau tarl lkpd inovatif joki lms ppg prajabatan testi wa nomor dibio fastresp,"['malem', 'buat', 'kalian', 'anak', 'didik', 'mau', 'joki', 'modul', 'ajar', 'kurikulum', 'merdeka', 'rpp', 'lengkap', 'asesmen', 'ajar', 'bahan', 'ajar', 'media', 'ajar', 'diferensiasi', 'tpack', 'dekat', 'crt', 'atau', 'tarl', 'lkpd', 'inovatif', 'joki', 'lms', 'ppg', 'prajabatan', 'testi', 'wa', 'nomor', 'dibio', 'fastresp']","['malam', 'buat', 'kalian', 'anak', 'didik', 'mau', 'joki', 'modul', 'ajar', 'kurikulum', 'merdeka', 'rpp', 'lengkap', 'asesmen', 'ajar', 'bahan', 'ajar', 'media', 'ajar', 'diferensiasi', 'tpack', 'dekat', 'crt', 'atau', 'tarl', 'lkpd', 'inovatif', 'joki', 'lms', 'ppg', 'prajabatan', 'testi', 'whatsapp', 'nomor', 'dibio', 'fastresp']"
@tyrectt Peninggalan si Kurikulum merdeka ,peninggalan si kurikulum merdeka,tinggal kurikulum merdeka,"['tinggal', 'kurikulum', 'merdeka']","['tinggal', 'kurikulum', 'merdeka']"
Kegagalan kurikulum merdeka itu terjadi karena belum siapnya siswa dan fasilitas. Kurikulum nya bagus tapi siswanya belum siap jadinya gagal. Pertanyaan nya nalar anak SD di Indonesia itu udah siap belum buat nerima pelajaran coding? Jangan sampe kurmer part 2,kegagalan kurikulum merdeka itu terjadi karena belum siapnya siswa dan fasilitas kurikulum nya bagus tapi siswanya belum siap jadinya gagal pertanyaan nya nalar anak sd di indonesia itu udah siap belum buat nerima pelajaran coding jangan sampe kurmer part,gagal kurikulum merdeka itu jadi belum siap siswa fasilitas kurikulum bagus tapi siswa belum siap jadi gagal tanya nalar anak sd indonesia itu udah siap belum nerima ajar coding jangan sampe kurmer part,"['gagal', 'kurikulum', 'merdeka', 'itu', 'jadi', 'belum', 'siap', 'siswa', 'fasilitas', 'kurikulum', 'bagus', 'tapi', 'siswa', 'belum', 'siap', 'jadi', 'gagal', 'tanya', 'nalar', 'anak', 'sd', 'indonesia', 'itu', 'udah', 'siap', 'belum', 'nerima', 'ajar', 'coding', 'jangan', 'sampe', 'kurmer', 'part']","['gagal', 'kurikulum', 'merdeka', 'itu', 'jadi', 'belum', 'siap', 'siswa', 'fasilitas', 'kurikulum', 'bagus', 'tapi', 'siswa', 'belum', 'siap', 'jadi', 'gagal', 'tanya', 'nalar', 'anak', 'sd', 'indonesia', 'itu', 'sudah', 'siap', 'belum', 'nerima', 'ajar', 'coding', 'jangan', 'sampai', 'kurmer', 'part']"
Kurikulum merdeka mau dihapus tapi pesanku buat kementrian jangan lupakan kurikulum merdeka kurikulum itu bagus banget cuma belum cocok aja untuk indonesia secara keseluruhan.,kurikulum merdeka mau dihapus tapi pesanku buat kementrian jangan lupakan kurikulum merdeka kurikulum itu bagus banget cuma belum cocok aja untuk indonesia secara keseluruhan,kurikulum merdeka hapus tapi pesan tri jangan lupa kurikulum merdeka kurikulum itu bagus cuma belum cocok untuk indonesia cara seluruh,"['kurikulum', 'merdeka', 'hapus', 'tapi', 'pesan', 'tri', 'jangan', 'lupa', 'kurikulum', 'merdeka', 'kurikulum', 'itu', 'bagus', 'cuma', 'belum', 'cocok', 'untuk', 'indonesia', 'cara', 'seluruh']","['kurikulum', 'merdeka', 'hapus', 'tapi', 'pesan', 'tri', 'jangan', 'lupa', 'kurikulum', 'merdeka', 'kurikulum', 'itu', 'bagus', 'hanya', 'belum', 'cocok', 'untuk', 'indonesia', 'cara', 'seluruh']"
@HaidarMTW Soalnya bukan gmn gmn. Semenjak kurikulum merdeka kemarin banyak banget universitas luar negeri yang udah gamau terima siswa/i Indonesia buat tes masuk karena dianggap tidak layak.,soalnya bukan gmn gmn semenjak kurikulum merdeka kemarin banyak banget universitas luar negeri yang udah gamau terima siswa i indonesia buat tes masuk karena dianggap tidak layak,soal bukan gmn gmn semenjak kurikulum merdeka kemarin banyak universitas luar negeri udah gamau terima siswa indonesia tes masuk anggap tidak layak,"['soal', 'bukan', 'gmn', 'gmn', 'semenjak', 'kurikulum', 'merdeka', 'kemarin', 'banyak', 'universitas', 'luar', 'negeri', 'udah', 'gamau', 'terima', 'siswa', 'indonesia', 'tes', 'masuk', 'anggap', 'tidak', 'layak']","['soal', 'bukan', 'bagaimana', 'bagaimana', 'semenjak', 'kurikulum', 'merdeka', 'kemarin', 'banyak', 'universitas', 'luar', 'negeri', 'sudah', 'gamau', 'terima', 'siswa', 'indonesia', 'tes', 'masuk', 'anggap', 'tidak', 'layak']"
@cobeh2022 Kurikulum nya aja Merdeka ngak usah belajar tar juga naik kelas... Lu ngak masuk juga naik kelas dan satu lagi nilai kamu rata2 9 hebatkan ,kurikulum nya aja merdeka ngak usah belajar tar juga naik kelas lu ngak masuk juga naik kelas dan satu lagi nilai kamu rata hebatkan,kurikulum aja merdeka ngak usah ajar tar naik kelas lu ngak masuk naik kelas satu nilai kamu rata hebat,"['kurikulum', 'aja', 'merdeka', 'ngak', 'usah', 'ajar', 'tar', 'naik', 'kelas', 'lu', 'ngak', 'masuk', 'naik', 'kelas', 'satu', 'nilai', 'kamu', 'rata', 'hebat']","['kurikulum', 'saja', 'merdeka', 'tidak', 'usah', 'ajar', 'nanti', 'naik', 'kelas', 'lu', 'tidak', 'masuk', 'naik', 'kelas', 'satu', 'nilai', 'kamu', 'rata', 'hebat']"
hai buat kalian jurusan pendidikan yang mau joki modul ajar kurikulum merdeka / k13 RPP lengkap asesmen pembelajaran bahan ajar media ajar berdiferensiasi tpack pendekatan crt atau tarl lkpd inovatif joki LMS PPG Prajabatan semua matkul bisa wa dibio testi 800++ #zonauang,hai buat kalian jurusan pendidikan yang mau joki modul ajar kurikulum merdeka k rpp lengkap asesmen pembelajaran bahan ajar media ajar berdiferensiasi tpack pendekatan crt atau tarl lkpd inovatif joki lms ppg prajabatan semua matkul bisa wa dibio testi,hai kalian jurus didik mau joki modul ajar kurikulum merdeka rpp lengkap asesmen ajar bahan ajar media ajar diferensiasi tpack dekat crt atau tarl lkpd inovatif joki lms ppg prajabatan semua matkul bisa wa dibio testi,"['hai', 'kalian', 'jurus', 'didik', 'mau', 'joki', 'modul', 'ajar', 'kurikulum', 'merdeka', 'rpp', 'lengkap', 'asesmen', 'ajar', 'bahan', 'ajar', 'media', 'ajar', 'diferensiasi', 'tpack', 'dekat', 'crt', 'atau', 'tarl', 'lkpd', 'inovatif', 'joki', 'lms', 'ppg', 'prajabatan', 'semua', 'matkul', 'bisa', 'wa', 'dibio', 'testi']","['hai', 'kalian', 'jurus', 'didik', 'mau', 'joki', 'modul', 'ajar', 'kurikulum', 'merdeka', 'rpp', 'lengkap', 'asesmen', 'ajar', 'bahan', 'ajar', 'media', 'ajar', 'diferensiasi', 'tpack', 'dekat', 'crt', 'atau', 'tarl', 'lkpd', 'inovatif', 'joki', 'lms', 'ppg', 'prajabatan', 'semua', 'matkul', 'bisa', 'whatsapp', 'dibio', 'testi']"
https://t.co/cTYYz0IZiF Dari merdeka hingga awal Orde Baru pendidikan dipegang Nasionalis atas tekanan Islam akhirnya jatuh ke Islam bukan sekedar ganti kurikulum ada pertarungan Ideologi. Islam DUNGU BIDAB tak dibantah pertarungan ini harus dituntaskan BUANG Islam.,dari merdeka hingga awal orde baru pendidikan dipegang nasionalis atas tekanan islam akhirnya jatuh ke islam bukan sekedar ganti kurikulum ada pertarungan ideologi islam dungu bidab tak dibantah pertarungan ini harus dituntaskan buang islam,merdeka hingga awal orde baru didik pegang nasionalis atas tekan islam akhir jatuh islam bukan dar ganti kurikulum ada tarung ideologi islam dungu bidab tak ban tarung harus tuntas buang islam,"['merdeka', 'hingga', 'awal', 'orde', 'baru', 'didik', 'pegang', 'nasionalis', 'atas', 'tekan', 'islam', 'akhir', 'jatuh', 'islam', 'bukan', 'dar', 'ganti', 'kurikulum', 'ada', 'tarung', 'ideologi', 'islam', 'dungu', 'bidab', 'tak', 'ban', 'tarung', 'harus', 'tuntas', 'buang', 'islam']","['merdeka', 'hingga', 'awal', 'orde', 'baru', 'didik', 'pegang', 'nasionalis', 'atas', 'tekan', 'islam', 'akhir', 'jatuh', 'islam', 'bukan', 'dar', 'ganti', 'kurikulum', 'ada', 'tarung', 'ideologi', 'islam', 'dungu', 'bidab', 'tidak', 'ban', 'tarung', 'harus', 'tuntas', 'buang', 'islam']"
@kashikoikai kurmer tuh kurikulum merdeka,kurmer tuh kurikulum merdeka,kurmer kurikulum merdeka,"['kurmer', 'kurikulum', 'merdeka']","['kurmer', 'kurikulum', 'merdeka']"
Was-was Menanti Kejelasan Kurikulum Merdeka dan Deep Learning https://t.co/KO8amE7uQT Izin memberikan pendapat @Kemdikdasmen,was was menanti kejelasan kurikulum merdeka dan deep learning izin memberikan pendapat,was nanti jelas kurikulum merdeka deep learning izin beri dapat,"['was', 'nanti', 'jelas', 'kurikulum', 'merdeka', 'deep', 'learning', 'izin', 'beri', 'dapat']","['was', 'nanti', 'jelas', 'kurikulum', 'merdeka', 'deep', 'learning', 'izin', 'beri', 'dapat']"
@nathaasf tau ga asfa??? ternyata caraku kurikulum merdeka tapi gurunya make k13????? lu jadi gue baik-baik aja ga???,tau ga asfa ternyata caraku kurikulum merdeka tapi gurunya make k lu jadi gue baik baik aja ga,tau ga asfa nyata cara kurikulum merdeka tapi guru make lu jadi baik baik ga,"['tau', 'ga', 'asfa', 'nyata', 'cara', 'kurikulum', 'merdeka', 'tapi', 'guru', 'make', 'lu', 'jadi', 'baik', 'baik', 'ga']","['tau', 'tidak', 'asfa', 'nyata', 'cara', 'kurikulum', 'merdeka', 'tapi', 'guru', 'buat', 'lu', 'jadi', 'baik', 'baik', 'tidak']"
@aetherdepokk tolong. murid smp baru gua banyak yang belum bisa Baca gara gara kurikulum merdeka,tolong murid smp baru gua banyak yang belum bisa baca gara gara kurikulum merdeka,tolong murid smp baru gua banyak belum bisa baca gara gara kurikulum merdeka,"['tolong', 'murid', 'smp', 'baru', 'gua', 'banyak', 'belum', 'bisa', 'baca', 'gara', 'gara', 'kurikulum', 'merdeka']","['tolong', 'siswa', 'smp', 'baru', 'aku', 'banyak', 'belum', 'bisa', 'baca', 'gara', 'gara', 'kurikulum', 'merdeka']"
